Region,Year,Broad Category,COFOG Division,COFOG Division Name,COFOG Basis,Original Code,Original Name (native language),English Translation,Commitment (EUR '000),Payment (EUR '000),Notes
Flanders,2026,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion","Approximated (Claude, Division-level only)",HB,Beleidsveldoverschrijdend,Cross-policy-field,130182,127654,
Flanders,2026,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion","Approximated (Claude, Division-level only)",HC,Cultuur,Culture,517254,516686,
Flanders,2026,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion","Approximated (Claude, Division-level only)",HD,Jeugd,Youth,72696,72461,
Flanders,2026,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion","Approximated (Claude, Division-level only)",HE,Media,Media,403341,403341,
Flanders,2026,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion","Approximated (Claude, Division-level only)",HF,Sport,Sport,177121,167136,
Flanders,2026,"Environment, Housing & Energy",08,"Recreation, culture and religion","Approximated (Claude, Division-level only)",QG,Onroerend erfgoed,Immovable heritage,121273,126511,"Heritage sits administratively within Flanders' 'Omgeving' (Environment/spatial-planning) domain rather than the Culture domain — flagged since it could arguably belong under Culture instead. | [COFOG] COFOG classifies immovable heritage under Culture (08.2), a DIFFERENT division from the rest of Flanders' own 'Omgeving' domain (05) — split correctly here."
Flanders,2026,Education,09,Education,"Approximated (Claude, Division-level only)",FA,Apparaatskredieten,Operating credits (Education administration),82714,82899,
Flanders,2026,Education,09,Education,"Approximated (Claude, Division-level only)",FD,Kleuter- en leerplichtonderwijs,Kindergarten and compulsory education,11846525,11846525,
Flanders,2026,Education,09,Education,"Approximated (Claude, Division-level only)",FE,Hoger onderwijs,Higher education,2658236,2658236,
Flanders,2026,Education,09,Education,"Approximated (Claude, Division-level only)",FF,Deeltijds kunst-/volwassenenonderwijs,Part-time arts education / adult education,919888,919888,
Flanders,2026,Education,09,Education,"Approximated (Claude, Division-level only)",FG,Ondersteuning onderwijsveld,Support for the education sector,1324654,1312244,
Flanders,2026,Health & Social Welfare/Care,10,Social protection,"Approximated (Claude, Division-level only)",GA,Apparaatskredieten,Operating credits (Welfare/Health administration),125672,125669,[COFOG] BLENDED: Welfare/Health administration; primary = 10 Social protection.
Flanders,2026,Health & Social Welfare/Care,10,Social protection,"Approximated (Claude, Division-level only)",GC,Welzijn (2025) / Zorg (2026),Welfare (2025) / Care (2026),5806267,5816184,2025's separate Welzijn / Gezondheids-woonzorg (GD) / Sociale bescherming (GH) domains were merged into this single 'Zorg' domain in 2026 — do not naively compare 2025 vs 2026 code-to-code. | [COFOG] BLENDED: covers both welfare/social-protection and care/health aspects; primary = 10.
Flanders,2026,Health & Social Welfare/Care,10,Social protection,"Approximated (Claude, Division-level only)",GE,Opgroeien,Growing Up (child & family agency),7352410,7352505,
Flanders,2026,Health & Social Welfare/Care,10,Social protection,"Approximated (Claude, Division-level only)",GG,Personen met een beperking,People with disabilities,3121780,2819590,
Flanders,2026,Health & Social Welfare/Care,10,Social protection,"Approximated (Claude, Division-level only)",GH,Sociale bescherming,Social protection,389050,389198,Bulk of this domain's 2025 value was folded into GC 'Zorg' in 2026 — see reorganisation note.
Flanders,2026,Local Governments & Home Affairs,10,Social protection,"Approximated (Claude, Division-level only)",SF,Gelijke kansen/integratie/inburgering,Equal opportunities / integration / civic integration,130806,131809,Approximate fit — no dedicated bucket for equal opportunities/integration. | [COFOG] Approximate — no dedicated COFOG/taxonomy line for integration/equal opportunities.
Flanders,2026,Provisions/Other,XX,Unclassified / not allocable to a single division,"Approximated (Claude, Division-level only)",CB,Provisies,Provisions,849315,1124778,[COFOG] Reserve/provision.
Flanders,2026,Provisions/Other,XX,Unclassified / not allocable to a single division,"Approximated (Claude, Division-level only)",FB,Provisies,Provisions,280569,281508,[COFOG] Reserve/provision.
Flanders,2026,Provisions/Other,XX,Unclassified / not allocable to a single division,"Approximated (Claude, Division-level only)",GB,Provisies,Provisions,n/q — see Notes,n/q — see Notes,Not applicable this year (domain discontinued/reorganised). | [COFOG] Reserve/provision.
Flanders,2026,Provisions/Other,XX,Unclassified / not allocable to a single division,"Approximated (Claude, Division-level only)",SB,Provisies/beleidsveldoverschrijdend,Provisions / cross-policy-field,n/q — see Notes,n/q — see Notes,Not applicable this year (domain discontinued/reorganised). | [COFOG] Reserve/provision.
Flanders,2026,Provisions/Other,XX,Unclassified / not allocable to a single division,"Approximated (Claude, Division-level only)",TB,Provisies,Provisions,51801,19848,[COFOG] Reserve/provision.
Flanders,2026,Provisions/Other,XX,Unclassified / not allocable to a single division,"Approximated (Claude, Division-level only)",VB,Provisies,Provisions,635,635,[COFOG] Reserve/provision.
Brussels,2025,Finance & Budget,01,General public services,"Approximated (Claude, Division-level only)",M36-P001,"Finances, Budget et Fiscalité / Financer les moyens de subsistance de","Fund the operating resources of [the Finance department] [name truncated in source PDF extraction — ending inferred from context, not verified]",11795,11984,
Brussels,2025,Finance & Budget,01,General public services,"Approximated (Claude, Division-level only)",M36-P002,"Finances, Budget et Fiscalité / Financer les moyens de subsistance du SPRB",Fund the operating resources of the SPRB,34291,34478,
Brussels,2025,Finance & Budget,01,General public services,"Approximated (Claude, Division-level only)",M36-P023,"Finances, Budget et Fiscalité / Dépenses dans le cadre du fonds de gestion de la","Expenditure under the management fund for [debt/treasury management] [name truncated in source PDF extraction — ending inferred from context, not verified]",248249,248249,
Brussels,2025,Finance & Budget,01,General public services,"Approximated (Claude, Division-level only)",M36-P041,"Finances, Budget et Fiscalité / Gérer efficacement les finances de l'entité régionale",Efficiently manage the finances of the regional entity,2926,8718,
Brussels,2025,Finance & Budget,01,General public services,"Approximated (Claude, Division-level only)",M36-P042,"Finances, Budget et Fiscalité / Gérer efficacement la dette publique régionale 6202.40.30",Efficiently manage the regional public debt,586554,587664,
Brussels,2025,Finance & Budget,01,General public services,"Approximated (Claude, Division-level only)",M36-P044,"Finances, Budget et Fiscalité / Initiatives régionales",Regional initiatives,0,0,
Brussels,2025,Finance & Budget,01,General public services,"Approximated (Claude, Division-level only)",M36-P071,"Finances, Budget et Fiscalité / Gérer le processus fiscal",Manage the tax process,69658,68663,
Brussels,2025,Finance & Budget,01,General public services,"Approximated (Claude, Division-level only)",M36-P072,"Finances, Budget et Fiscalité / Mettre en œuvre une stratégie concernant les","Implement a strategy concerning [tax/fiscal policy] [name truncated in source PDF extraction — ending inferred from context, not verified]",24944,32619,
Brussels,2025,Finance & Budget,01,General public services,"Approximated (Claude, Division-level only)",M36-P073,"Finances, Budget et Fiscalité / Participer à des initiatives régionales",Participate in regional initiatives,0,0,
Brussels,2025,Foreign Affairs & International,01,General public services,"Approximated (Claude, Division-level only)",M39-P001,Planification régionale et relations extérieures / Financer les moyens de subsistance de,Fund operating resources,13711,14126,
Brussels,2025,Foreign Affairs & International,01,General public services,"Approximated (Claude, Division-level only)",M39-P002,Planification régionale et relations extérieures / Financer les moyens de subsistance de,Fund operating resources,7424,8387,
Brussels,2025,Foreign Affairs & International,01,General public services,"Approximated (Claude, Division-level only)",M39-P041,Planification régionale et relations extérieures / Promouvoir l'égalité des chances dans la Région de,"Promote equal opportunities in the [Brussels-Capital] Region [name truncated in source PDF extraction — ending inferred from context, not verified]",4193,4360,
Brussels,2025,Foreign Affairs & International,01,General public services,"Approximated (Claude, Division-level only)",M39-P042,Planification régionale et relations extérieures / Financer des initiatives gouvernementales,Fund government initiatives,994,1000,
Brussels,2025,Foreign Affairs & International,01,General public services,"Approximated (Claude, Division-level only)",M39-P071,Planification régionale et relations extérieures / Promouvoir l'image nationale et internationale de,"Promote the national and international image of [the Region] [name truncated in source PDF extraction — ending inferred from context, not verified]",11087,11610,
Brussels,2025,Foreign Affairs & International,01,General public services,"Approximated (Claude, Division-level only)",M39-P072,Planification régionale et relations extérieures / Développer et soutenir les relations extérieures de,"Develop and support the external relations of [the Region] [name truncated in source PDF extraction — ending inferred from context, not verified]",1556,1642,
Brussels,2025,Foreign Affairs & International,01,General public services,"Approximated (Claude, Division-level only)",M39-P073,Planification régionale et relations extérieures / Financer des projets transversaux avec des fonds,"Fund cross-cutting projects with [EU/structural] funds [name truncated in source PDF extraction — ending inferred from context, not verified]",130048,304838,
Brussels,2025,Foreign Affairs & International,01,General public services,"Approximated (Claude, Division-level only)",M39-P074,Planification régionale et relations extérieures / Promotion du multilinguisme dans la Région de,"Promotion of multilingualism in the [Brussels-Capital] Region [name truncated in source PDF extraction — ending inferred from context, not verified]",139,157,
Brussels,2025,Foreign Affairs & International,01,General public services,"Approximated (Claude, Division-level only)",M39-P108,Planification régionale et relations extérieures / Financer perspective.brussels,Fund perspective.brussels (regional planning & statistics agency),36246,36071,
Brussels,2025,Foreign Affairs & International,01,General public services,"Approximated (Claude, Division-level only)",M39-P144,Planification régionale et relations extérieures / Financer le Commissariat à l'Europe et aux,"Fund the Commissioner for Europe and [International Relations] [name truncated in source PDF extraction — ending inferred from context, not verified]",600,667,
Brussels,2025,General Administration,01,General public services,"Approximated (Claude, Division-level only)",M34-P001,Chancellerie / Financer les activités de l'exécutif de la Région de,"Fund the activities of the executive of the [Brussels-Capital] Region [name truncated in source PDF extraction — ending inferred from context, not verified]",32616,32620,"Note: no dedicated 'Government Cabinet(s)' line was found anywhere in this Brussels dataset — unlike Wallonia (DO02) and Flanders (VF-VO), ministerial cabinet costs are not separately identifiable here."
